"Molecule ChEMBL ID"	"Molecule Name"	"Molecule Max Phase"	"Molecular Weight"	"#RO5 Violations"	"AlogP"	"Compound Key"	"Smiles"	"Standard Type"	"Standard Relation"	"Standard Value"	"Standard Units"	"pChEMBL Value"	"Data Validity Comment"	"Comment"	"Uo Units"	"Ligand Efficiency BEI"	"Ligand Efficiency LE"	"Ligand Efficiency LLE"	"Ligand Efficiency SEI"	"Potential Duplicate"	"Assay ChEMBL ID"	"Assay Description"	"Assay Type"	"BAO Format ID"	"BAO Label"	"Assay Organism"	"Assay Tissue ChEMBL ID"	"Assay Tissue Name"	"Assay Cell Type"	"Assay Subcellular Fraction"	"Assay Parameters"	"Assay Variant Accession"	"Assay Variant Mutation"	"Target ChEMBL ID"	"Target Name"	"Target Organism"	"Target Type"	"Document ChEMBL ID"	"Source ID"	"Source Description"	"Document Journal"	"Document Year"	"Cell ChEMBL ID"	"Properties"	"Action Type"
"CHEMBL2368198"	""	"None"	"369.44"	"0"	"4.40"	"2e"	"Cc1cc(-c2ccc(F)cc2)c(/C=C/[C@@H]2C[C@@H](O)CC(=O)O2)c(C(C)C)n1"	"Relative potency"	"'='"	"1.0"	""	""	""	""	""	""	""	""	""	"0"	"CHEMBL690063"	"Relative inhibition of HMG-CoA reductase compared to Mevinolin."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125087"	"1"	"Scientific Literature"	"J Med Chem"	"1990"	"None"	""	""
"CHEMBL2111268"	""	"None"	"403.45"	"0"	"4.94"	"2c"	"Cc1nc(-c2ccccc2)cc(-c2ccc(F)cc2)c1/C=C/[C@@H]1C[C@@H](O)CC(=O)O1"	"Relative potency"	"'='"	"0.56"	""	""	""	""	""	""	""	""	""	"0"	"CHEMBL690063"	"Relative inhibition of HMG-CoA reductase compared to Mevinolin."	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1125087"	"1"	"Scientific Literature"	"J Med Chem"	"1990"	"None"	""	""
"CHEMBL1909048"	""	"None"	"313.83"	"0"	"4.43"	"1-(2-CHLOROBENZOYL)-4-(PHENYLMETHYL)-PIPERIDINE"	"O=C(c1ccccc1Cl)N1CCC(Cc2ccccc2)CC1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1395"	"METHYLTESTOSTERONE"	"4.0"	"302.46"	"0"	"4.27"	"17-METHYLTESTOSTERONE"	"C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL384467"	"DEXAMETHASONE"	"4.0"	"392.47"	"0"	"1.90"	"DEXAMETHASONE"	"C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL40583"	"3-METHYLCHOLANTHRENE"	"None"	"268.36"	"1"	"5.55"	"3-METHYLCHOLANTHRENE"	"Cc1ccc2cc3c(ccc4ccccc43)c3c2c1CC3"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL900"	"ORPHENADRINE"	"4.0"	"269.39"	"0"	"3.66"	"ORPHENADRINE"	"Cc1ccccc1C(OCCN(C)C)c1ccccc1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL415"	"CLOMIPRAMINE"	"4.0"	"314.86"	"0"	"4.53"	"CLOMIPRAMINE"	"CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL415"	"CLOMIPRAMINE"	"4.0"	"314.86"	"0"	"4.53"	"CLOMIPRAMINE"	"CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL702"	"PIPERACILLIN"	"4.0"	"517.56"	"1"	"-0.24"	"PIPERACILLIN"	"CCN1CCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3[C@@H]2SC(C)(C)[C@@H]3C(=O)O)c2ccccc2)C(=O)C1=O"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1194"	"PRILOCAINE"	"4.0"	"220.32"	"0"	"2.32"	"PRILOCAINE"	"CCCNC(C)C(=O)Nc1ccccc1C"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1496"	"ROSUVASTATIN"	"4.0"	"481.55"	"0"	"2.40"	"Rosuvastatin"	"CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O"	"Activity"	"'='"	"2.8"	"pmol/min"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3541202"	"Inhibition of HMGCR activity in human hepatocytes assessed as mevalonate formed per mg of protein at 0.1 uM by GC-MS analysis (Rvb = 69 9 pmol/min)"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Hepatocyte"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3526087"	"1"	"Scientific Literature"	"Drug Metab Dispos"	"2011"	"CHEMBL3308043"	""	""
"CHEMBL1487"	"ATORVASTATIN"	"4.0"	"558.65"	"2"	"6.31"	"AT, ATO"	"CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O"	"Activity"	"'='"	"15.8"	"ug"	""	""	""	"UO_0000023"	""	""	""	""	"0"	"CHEMBL3541200"	"Inhibition of HMGCR activity in human hepatocytes assessed as increase in 7-dehydrocholesterol level per gram of protein by GC-MS analysis (Rvb = 16.3 ug)"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Hepatocyte"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3526087"	"1"	"Scientific Literature"	"Drug Metab Dispos"	"2011"	"CHEMBL3308043"	""	""
"CHEMBL508338"	"THIMEROSAL"	"4.0"	"404.82"	"None"	"None"	"THIMEROSAL"	""	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL508338"	"THIMEROSAL"	"4.0"	"404.82"	"None"	"None"	"THIMEROSAL"	""	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL508112"	"BENZOTHIAZYL DISULFIDE"	"None"	"332.50"	"1"	"5.71"	"BENZOTHIAZYL DISULFIDE"	"c1ccc2sc(SSc3nc4ccccc4s3)nc2c1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL57"	"NEVIRAPINE"	"4.0"	"266.30"	"0"	"2.65"	"NEVIRAPINE"	"Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL13341"	"NIMETAZEPAM"	"-1.0"	"295.30"	"0"	"2.41"	"NIMETAZEPAM"	"CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL21731"	"MAPROTILINE"	"4.0"	"277.41"	"0"	"4.21"	"MAPROTILINE"	"CNCCCC12CCC(c3ccccc31)c1ccccc12"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL203266"	"TRIMETAZIDINE"	"4.0"	"266.34"	"0"	"1.12"	"TRIMETAZIDINE"	"COc1ccc(CN2CCNCC2)c(OC)c1OC"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1909063"	"LEAD(IV) ACETATE"	"None"	"443.38"	"None"	"None"	"LEAD(IV) ACETATE"	""	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL481660"	""	"None"	"548.68"	"1"	"4.04"	"12"	"CCc1c(C(=O)N[C@H](CO)c2ccc(-c3ccccc3)cc2)c2c(n1CC[C@@H](O)C[C@@H](O)CC(=O)O)CCCC2"	"Kd"	"'='"	"40.7"	"nM"	"7.39"	""	""	"UO_0000065"	"13.47"	"0.25"	"3.35"	"5.60"	"0"	"CHEMBL1018360"	"Binding affinity to HMG-CoA reductase by isothermal calorimetry"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1157498"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"None"	""	""
"CHEMBL503128"	""	"None"	"573.67"	"2"	"5.39"	"3"	"CC(C)c1c(C(=O)NCc2ccc(-c3ccccc3)cc2)nc(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)O"	"Kd"	"'='"	"9.7"	"nM"	"8.01"	""	""	"UO_0000065"	"13.97"	"0.26"	"2.62"	"6.43"	"0"	"CHEMBL1018360"	"Binding affinity to HMG-CoA reductase by isothermal calorimetry"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1157498"	"1"	"Scientific Literature"	"J Med Chem"	"2008"	"None"	""	""
"CHEMBL895"	"NALBUPHINE"	"4.0"	"357.45"	"0"	"1.71"	"NALBUPHINE"	"Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1349"	"VALACYCLOVIR"	"4.0"	"324.34"	"0"	"-0.80"	"VALACYCLOVIR"	"CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL503"	"LOVASTATIN"	"4.0"	"404.55"	"0"	"4.20"	"Lovastatin"	"CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21"	"Inhibition"	"'='"	"77.3"	"%"	""	""	""	"UO_0000187"	""	""	""	""	"0"	"CHEMBL1918952"	"Inhibition of HMG-CoA reductase using HMG-CoA as substrate at 50 uM"	"B"	"BAO_0000357"	"single protein format"	"None"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1914346"	"1"	"Scientific Literature"	"Bioorg Med Chem Lett"	"2011"	"None"	""	""
"CHEMBL282468"	"CHOLINE CHLORIDE"	"4.0"	"139.63"	"None"	"None"	"CHOLINE CHLORIDE"	"C[N+](C)(C)CCO.[Cl-]"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL3527165"	""	"None"	"311.43"	"0"	"1.98"	"LK, LK-980"	"OC(CN1CCN(CCc2ccccc2)CC1)c1cccnc1"	"Activity"	"'='"	"76.0"	"pmol/min"	""	""	""	""	""	""	""	""	"0"	"CHEMBL3541201"	"Inhibition of HMGCR activity in human hepatocytes assessed as mevalonate formed per mg of protein at 100 uM by GC-MS analysis (Rvb = 69 9 pmol/min)"	"B"	"BAO_0000219"	"cell-based format"	"Homo sapiens"	"None"	"None"	"Hepatocyte"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL3526087"	"1"	"Scientific Literature"	"Drug Metab Dispos"	"2011"	"CHEMBL3308043"	""	""
"CHEMBL1297"	"FENOPROFEN"	"4.0"	"242.27"	"0"	"3.67"	"FENOPROFEN"	"CC(C(=O)O)c1cccc(Oc2ccccc2)c1"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL221886"	"SISOMICIN"	"3.0"	"447.53"	"2"	"-3.85"	"SISOMICIN"	"CN[C@@H]1[C@@H](O)[C@@H](O[C@@H]2[C@@H](O)[C@H](O[C@H]3OC(CN)=CC[C@H]3N)[C@@H](N)C[C@H]2N)OC[C@]1(C)O"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL305660"	"EBASTINE"	"3.0"	"469.67"	"1"	"7.22"	"EBASTINE"	"CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1909076"	""	"None"	"270.38"	"0"	"1.21"	"S-(N-BENZYLTHIOCARBAMOYL)-L-CYSTEINE"	"N[C@H](CSC(=S)NCc1ccccc1)C(=O)O"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL562"	"GRISEOFULVIN"	"4.0"	"352.77"	"0"	"2.81"	"GRISEOFULVIN"	"COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL12948"	"SEMUSTINE"	"3.0"	"247.73"	"0"	"2.50"	"SEMUSTINE"	"CC1CCC(NC(=O)N(CCCl)N=O)CC1"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL20883"	"TEGAFUR"	"4.0"	"200.17"	"0"	"-0.02"	"TEGAFUR"	"O=c1[nH]c(=O)n(C2CCCO2)cc1F"	"IC50"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
"CHEMBL1909080"	"STRONTIUM CHLORIDE HEXAHYDRATE"	"None"	"266.62"	"None"	"None"	"STRONTIUM CHLORIDE HEXAHYDRATE"	"O.O.O.O.O.O.[Cl-].[Cl-].[Sr+2]"	"Ki"	""	""	""	""	""	"Not Active (inhibition < 50% @ 10 uM and thus dose-reponse curve not measured)"	""	""	""	""	""	"0"	"CHEMBL1909158"	"DRUGMATRIX: HMG-CoA Reductase enzyme inhibition (substrate: [14C]HMG-CoA)"	"B"	"BAO_0000357"	"single protein format"	"Escherichia coli"	"None"	"None"	"None"	"None"	""	""	""	"CHEMBL402"	"HMG-CoA reductase"	"Homo sapiens"	"SINGLE PROTEIN"	"CHEMBL1909046"	"15"	"DrugMatrix"	""	""	"None"	""	""
